"code régime";"caisse gestionnaire";"centre gestionnaire";"libellé";"régime";"organisme destinataire";"code centre informatique";"adresse 1";"adresse 2";"commune";"code postal";"cédex";"téléphone";"fax"
"02";"125";"0000";"RODEZ";"Régime Agricole";"121";"821";"15-17. avenue Victor Hugo";"";"RODEZ";"12022";"CEDEX";"05.63.48.40.40 ";"05.63.48.40.99"
"02";"131";"0000";"MARSEILLE";"Régime Agricole";"131";"131";"152, avenue de Hambourg";"";"MARSEILLE";"13416";"CEDEX 08 ";"04.91.16.58.58 ";"04.91.72.28.01"
"02";"135";"0000";"MARSEILLE";"Régime Agricole";"131";"131";"152, avenue de Hambourg";"";"MARSEILLE";"13416";"CEDEX 08 ";"04.91.16.58.58 ";"04.91.72.28.01"
"02";"141";"0000";"CAEN";"Régime Agricole";"141";"351";"37. rue de Maltot";"";"CAEN";"14026";"CEDEX";"02.31.25.39.45 ";"02.31.25.39.79"
"02";"142";"0000";"CAEN";"Régime Agricole";"142";"351";"9, rue J.B. Colbert";"Z.I. Nord - Mont-Coco ";"CAEN";"14052";"CEDEX ";"02 31 47 98 71";""
"02";"145";"0000";"CAEN";"Régime Agricole";"141";"351";"37. rue de Maltot";"";"CAEN";"14026";"CEDEX";"02.31.25.39.45 ";"02.31.25.39.79"
"02";"151";"0000";"AURILLAC";"Régime Agricole";"151";"381";"9. rue Jean-de-Bonnefon";"B.P. 72 ";"AURILLAC";"15011";"CEDEX";"04.71.64.49.37 ";"04.71.64.49.51"
"02";"155";"0000";"AURILLAC";"Régime Agricole";"151";"381";"9. rue Jean-de-Bonnefon";"B.P. 72 ";"AURILLAC";"15011";"CEDEX";"04.71.64.49.37 ";"04.71.64.49.51"
"02";"161";"0000";"ANGOULEME";"Régime Agricole";"161";"821";"Rue du Docteur Charles-Duroselle";"";"ANGOULEME";"16016";"CEDEX";"05.45.97.80.80";"05.45.92.62.38"
"02";"162";"0000";"ANGOULEME";"Régime Agricole";"162";"752";"15, rue de Bury";"";"ANGOULEME";"16021";"CEDEX";"05 45 68 14 15";""
"02";"165";"0000";"ANGOULEME";"Régime Agricole";"161";"821";"Rue du Docteur Charles-Duroselle";"";"ANGOULEME";"16016";"CEDEX";"05.45.97.80.80 ";"05.45.92.62.38"
"02";"171";"0000";"SAINTES";"Régime Agricole";"171";"171";"Le Fief Montlouis";"";"SAINTES";"17106";"CEDEX";"05.46.97.50.87";"05.46.93.84.26"
"02";"172";"0000";"LA ROCHELLE";"Régime Agricole";"172";"752";"8, rue des Saints-Pères";"";"LA ROCHELLE ";"17025";"CEDEX";"05 46 50 52 50";""
"02";"175";"0000";"SAINTES";"Régime Agricole";"171";"171";"Le Fief Montlouis";"";"SAINTES ";"17106";"CEDEX";"05.46.97.50.87";"05.46.93.84.26"
"02";"181";"0000";"BOURGES";"Régime Agricole";"181";"591";"7. rue de l'Ile-d'Or";"B.P. 133 ";"BOURGES";"18032";"CEDEX";"02.48.55.40.40 ";"02.48.55.40.02"
"02";"182";"0000";"BOURGES";"Régime Agricole";"182";"591";"15, avenue Henri Laudier";"";"BOURGES";"18034";"CEDEX 9 ";"02 48 23 81 80";""
"02";"185";"0000";"BOURGES";"Régime Agricole";"181";"591";"7. rue de l'Ile-d'Or";"B.P. 133 ";"BOURGES";"18032";"CEDEX";"02.48.55.40.40 ";"02.48.55.40.02"
"02";"191";"0000";"TULLE";"Régime Agricole";"191";"821";"Champeau";"B.P. 20 ";"TULLE";"19019";"CEDEX";"05.55.93.40.40 ";"05.55.26.26.67"
"02";"195";"0000";"TULLE";"Régime Agricole";"191";"821";"Champeau";"B.P. 20 ";"TULLE";"19019";"CEDEX";"05.55.93.40.40 ";"05.55.26.26.67"
"02";"201";"0000";"AJACCIO";"Régime Agricole";"201";"381";"Parc Cunéo-d'Ornano";"B.P. 407 ";"AJACCIO";"20184";"CEDEX";"04.95.29.27.00 ";"04.95.29.27.64"
"02";"205";"0000";"AJACCIO";"Régime Agricole";"201";"381";"Parc Cunéo-d'Ornano";"B.P. 407 ";"AJACCIO";"20184";"CEDEX";"04.95.29.27.00 ";"04.95.29.27.64"
"02";"211";"0000";"DIJON";"Régime Agricole";"211";"541";"14. rue Félix-Trutat";"";"DIJON";"21046";"CEDEX";"03.80.63.22.00 ";"03.80.63.23.23"
"02";"212";"0000";"DIJON";"Régime Agricole";"212";"541";"7, Bld. Rembrandt";"Apogée C ";"DIJON";"21000";"";"03 80 71 44 45";""
"02";"215";"0000";"DIJON";"Régime Agricole";"211";"541";"14. rue Félix-Trutat";"";"DIJON";"21046";"CEDEX";"03.80.63.22.00 ";"03.80.63.23.23"
"02";"221";"0000";"SAINT BRIEUC";"Régime Agricole";"221";"351";"12. rue de Paimpont";"B.P. 68 ";"SAINT-BRIEUC ";"22024";"CEDEX";"02.96.78.87.00 ";"02.96.78.87.59"
"02";"222";"0000";"SAINT BRIEUC";"Régime Agricole";"222";"351";"7, Bld. Clémenceau";"";"SAINT-BRIEUC ";"22014";"CEDEX";"02 96 68 35 87";""
"02";"225";"0000";"SAINT BRIEUC";"Régime Agricole";"221";"351";"12. rue de Paimpont";"B.P. 68 ";"SAINT-BRIEUC ";"22024";"CEDEX";"02.96.78.87.00 ";"02.96.78.87.59"
"02";"231";"0000";"GUERET";"Régime Agricole";"231";"821";"Avenue d'Auvergne";"B.P. 169 ";"GUERET";"23011";"CEDEX";"05.55.51.30.00 ";"05.55.51.30.14"
"02";"232";"0000";"GUERET";"Régime Agricole";"232";"821";"19, avenue Manouvrier";"";"GUERET";"23000";"";"05 55 52 06 27";""
"02";"235";"0000";"GUERET";"Régime Agricole";"231";"821";"Avenue d'Auvergne";"B.P. 169 ";"GUERET";"23011";"CEDEX";"05.55.51.30.00 ";"05.55.51.30.14"
"02";"241";"0000";"PERIGUEUX";"Régime Agricole";"241";"821";"9. rue Maleville";"";"PERIGUEUX";"24012";"CEDEX";"05.53.02.67.00 ";"05.53.09.55.85"
"02";"242";"0000";"PERIGUEUX";"Régime Agricole";"242";"821";"8, rue des Mobiles de Coulmiers";"";"PERIGUEUX";"24000";"";"05 53 05 15 23";""
"02";"245";"0000";"PERIGUEUX";"Régime Agricole";"241";"821";"9. rue Maleville";"";"PERIGUEUX";"24012";"CEDEX";"05.53.02.67.00 ";"05.53.09.55.85"
"02";"251";"0000";"BESANCON";"Régime Agricole";"251";"541";"13. avenue Elisée-Cusenier";"";"BESANCON";"25090";"CEDEX 9 ";"03.81.65.60.60 ";"03.81.65.60.09"
"02";"252";"0000";"BESANCON";"Régime Agricole";"252";"541";"3, rue Voirin";"";"BESANCON";"25000";"";"03 81 81 72 33";""
"02";"255";"0000";"BESANCON";"Régime Agricole";"251";"541";"13. avenue Elisée-Cusenier";"";"BESANCON";"25090";"CEDEX 9 ";"03.81.65.60.60 ";"03.81.65.60.09"
"02";"261";"0000";"VALENCE";"Régime Agricole";"261";"381";"29. rue Frédéric Chopin";"B.P. 1001 ";"VALENCE";"26025";"CEDEX";"04.75.75.68.68 ";"04.75.42.57.14"
"02";"265";"0000";"VALENCE";"Régime Agricole";"261";"381";"29. rue Frédéric Chopin";"B.P. 1001 ";"VALENCE";"26025";"CEDEX";"04.75.75.68.68 ";"04.75.42.57.14"
"02";"271";"0000";"EVREUX";"Régime Agricole";"271";"591";"32. rue Politzer";"";"EVREUX";"27036";"CEDEX";"02.32.23.43.23 ";"02.32.28.00.98"
"02";"272";"0000";"EVREUX";"Régime Agricole";"272";"591";"34, rue Isambard";"";"EVREUX";"27021";"CEDEX";"02 32 62 01 75";""
"02";"275";"0000";"EVREUX";"Régime Agricole";"271";"591";"32. rue Politzer";"";"EVREUX";"27036";"CEDEX";"02.32.23.43.23 ";"02.32.28.00.98"
"02";"281";"0000";"CHARTRES";"Régime Agricole";"281";"411";"5. rue de Chanzy";"";"CHARTRES";"28037";"CEDEX";"02.37.30.45.00 ";"02.37.30.45.04"
"02";"282";"0000";"CHARTRES";"Régime Agricole";"282";"752";"11, rue de la Volaille";"";"CHARTRES";"28038";"CEDEX";"02 37 84 14 30";""
"02";"285";"0000";"CHARTRES";"Régime Agricole";"281";"411";"5. rue de Chanzy";"";"CHARTRES";"28037";"CEDEX";"02.37.30.45.00 ";"02.37.30.45.04"
"02";"291";"0000";"LANDERNEAU";"Régime Agricole";"291";"351";"3. rue Hervé-de-Guébriant";"";"LANDERNEAU";"29412";"CEDEX";"02.98.85.79.79 ";"02.98.85.79.09"
"02";"292";"0000";"BREST";"Régime Agricole";"292";"351";"43, bis rue d'Aiguillon";"";"BREST";"29601";"CEDEX";"02 98 43 91 82";""
"02";"295";"0000";"LANDERNEAU";"Régime Agricole";"291";"351";"3. rue Hervé-de-Guébriant";"";"LANDERNEAU";"29412";"CEDEX";"02.98.85.79.79 ";"02.98.85.79.09"
"02";"301";"0000";"NIMES";"Régime Agricole";"301";"301";"Rue Edouard-Lalo";"";"NIMES";"30924";"CEDEX 9";"04.66.63.68.68 ";"04.66.63.68.90"
"02";"305";"0000";"NIMES";"Régime Agricole";"301";"301";"Rue Edouard-Lalo";"";"NIMES";"30924";"CEDEX 9 ";"04.66.63.68.68 ";"04.66.63.68.90"
"02";"311";"0000";"TOULOUSE";"Régime Agricole";"311";"821";"61, allée de Brienne";"";"TOULOUSE";"31064";"CEDEX";"05.61.10.40.40 ";"05.61.22.46.64"
"02";"312";"0000";"TOULOUSE";"Régime Agricole";"312";"821";"1, Place Occitane";"";"TOULOUSE";"31041";"CEDEX 9 ";"05 62 30 53 10";""
"02";"315";"0000";"TOULOUSE";"Régime Agricole";"311";"821";"61. allée de Brienne";"";"TOULOUSE";"31064";"CEDEX";"05.61.10.40.40 ";"05.61.22.46.64"
"02";"321";"0000";"AUCH";"Régime Agricole";"321";"321";"21. Avenue de la Marne";"";"AUCH";"32018";"CEDEX";"05.62.60.30.09";"05.62.60.30.07"
"02";"322";"0000";"AUCH";"Régime Agricole";"322";"321";"9, place Jean David";"";"AUCH";"32000";"";"05 62 05 38 56";""
"02";"325";"0000";"AUCH";"Régime Agricole";"321";"321";"21. Avenue de la Marne";"";"AUCH";"32018";"CEDEX";"05.62.60.30.39 ";"05.62.60.30.07"
"02";"331";"0000";"BORDEAUX";"Régime Agricole";"331";"331";"13. rue Ferrère";"";"BORDEAUX";"33052";"CEDEX";"05.56.01.83.83 ";"05.56.79.35.98"
"02";"332";"0000";"BORDEAUX";"Régime Agricole";"332";"331";"Immeuble Aquitaine";"Rue du Corps Franc Pommiès ";"BORDEAUX";"33087";"CEDEX";"05 56 96 15 90";""
"02";"335";"0000";"BORDEAUX";"Régime Agricole";"331";"331";"13. rue Ferrère";"";"BORDEAUX";"33052";"CEDEX";"05.56.01.83.83 ";"05.56.79.35.98"
"02";"341";"0000";"MONTPELLIER";"Régime Agricole";"341";"341";"2. Maison de l'Agriculture";"Place Chaptal ";"MONTPELLIER";"34262";"CEDEX";"04.67.34.80.00 ";"04.67.34.79.79"
"02";"342";"0000";"MONTPELLIER";"Régime Agricole";"342";"341";"6, rue des Posandiers";"";"MONTPELLIER";"34958";"CEDEX 2 ";"04 67 27 94 77";""
"02";"345";"0000";"MONTPELLIER";"Régime Agricole";"341";"341";"2. Maison de l'Agriculture";"Place Chaptal ";"MONTPELLIER";"34262";"CEDEX";"04.67.34.80.00 ";"04.67.34.79.79"
"02";"351";"0000";"RENNES";"Régime Agricole";"351";"351";"10. avenue des Français Libres";"";"RENNES";"35027";"CEDEX";"02.99.01.80.80";"02.99.31.52.16"
"02";"352";"0000";"RENNES";"Régime Agricole";"352";"351";"4, rue de Montfort";"CS 44318 ";"RENNES";"35043";"CEDEX";"02 99 79 67 07";""
"02";"355";"0000";"RENNES";"Régime Agricole";"351";"351";"10. avenue des Français Libres";"";"RENNES";"35027";"CEDEX";"02.99.01.80.80 ";"02.99.31.52.16"
"02";"361";"0000";"CHATEAUROUX";"Régime Agricole";"361";"591";"33-35. rue de Mousseaux";"";"CHATEAUROUX";"36025";"CEDEX";"02.54.29.46.46 ";"02.54.29.45.55"
"02";"362";"0000";"CHATEAUROUX";"Régime Agricole";"362";"591";"18, Place Gambetta";"";"CHATEAUROUX";"36028";"CEDEX";"02 54 08 95 76";""
"02";"365";"0000";"CHATEAUROUX";"Régime Agricole";"361";"591";"33-35. rue de Mousseaux";"";"CHATEAUROUX";"36025";"CEDEX";"02.54.29.46.46 ";"02.54.29.45.55"
"02";"371";"0000";"TOURS";"Régime Agricole";"371";"411";"31. rue Michelet";"";"TOURS";"37040";"CEDEX";"02.47.31.61.50 ";"02.47.31.68.42"
"02";"372";"0000";"TOURS";"Régime Agricole";"372";"411";"39ter, Bld. Heurteloup";"";"TOURS";"37000";"";"02 47 05 56 96";""
"02";"375";"0000";"TOURS";"Régime Agricole";"371";"411";"31. rue Michelet";"";"TOURS";"37040";"CEDEX";"02.47.31.61.50";"02.47.31.68.42"
"02";"381";"0000";"GRENOBLE";"Régime Agricole";"381";"381";"5. place Gustave-Rivet";"";"GRENOBLE";"38048";"CEDEX";"04.76.88.76.00 ";"04.76.88.76.88"
"02";"382";"0000";"GRENOBLE";"Régime Agricole";"382";"381";"47, avenue Alsace Lorraine";"";"GRENOBLE";"38061";"CEDEX 1 ";"04 76 43 43 65";""
"02";"385";"0000";"GRENOBLE";"Régime Agricole";"381";"381";"5. place Gustave-Rivet";"";"GRENOBLE";"38048";"CEDEX";"04.76.88.76.00 ";"04.76.88.76.88"
"02";"391";"0000";"LONS LE SAUNIER";"Régime Agricole";"391";"541";"10. rue des Perrières";"B.P. 416 ";"LONS-LE-SAUNIER ";"39016";"CEDEX";"03.84.35.25.25 ";"03.84.35.25.22"
"02";"395";"0000";"LONS LE SAUNIER";"Régime Agricole";"391";"541";"10. rue des Perrières";"B.P. 416 ";"LONS-LE-SAUNIER ";"39016";"CEDEX";"03.84.35.25.25 ";"03.84.35.25.22"
"02";"401";"0000";"MONT DE MARSAN";"Régime Agricole";"401";"641";"70, rue Alphonse Daudet";"";"ST. PIERRE DU MONT ";"40286";"CEDEX";"05 58 06 55 55";"05 58 75 19 76"
"02";"405";"0000";"MONT DE MARSAN";"Régime Agricole";"401";"641";"70, rue Alphonse Daudet";"";"ST. PIERRE DU MONT ";"40286";"CEDEX";"05 58 06 55 55 ";"05 58 75 19 76"
"02";"411";"0000";"BLOIS";"Régime Agricole";"411";"411";"19. avenue de Vendôme";"";"BLOIS";"41023";"CEDEX";"02.54.44.87.87 ";"02.54.74.82.97"
"02";"412";"0000";"BLOIS";"Régime Agricole";"412";"411";"12, bis avenue Vendôme";"";"BLOIS";"41000";"";"02 54 78 36 41";""
"02";"415";"0000";"BLOIS";"Régime Agricole";"411";"411";"19. avenue de Vendôme";"";"BLOIS";"41023";"CEDEX";"02.54.44.87.87 ";"02.54.74.82.97"
"02";"421";"0000";"SAINT PRIEST EN JAREZ";"Régime Agricole";"421";"381";"43. avenue Albert-Raimond";"B.P. 51 ";"ST-PRIEST-EN-JAREZ";"42275";"CEDEX";"04.77.91.54.83";"04.77.91.55.58"
"02";"425";"0000";"SAINT PRIEST EN JAREZ";"Régime Agricole";"421";"381";"43. avenue Albert-Raimond";"B.P. 51 ";"ST-PRIEST-EN-JAREZ ";"42275";"CEDEX";"04.77.91.54.72";"04.77.91.55.25"
"02";"431";"0000";"LE PUY";"Régime Agricole";"431";"381";"11. boulevard du Président-Bertrand";"";"LE PUY ";"43005";"CEDEX";"04.71.02.24.22";"04.71.02.22.67"
"02";"435";"0000";"LE PUY";"Régime Agricole";"431";"381";"11. boulevard du Président-Bertrand";"";"LE PUY ";"43005";"CEDEX";"04.71.02.24.22";"04.71.02.22.67"
"02";"441";"0000";"NANTES";"Régime Agricole";"441";"441";"2 impasse de l'Espéranto";"SAINT-HERBLAIN";"NANTES";"44957";"CEDEX 9";"02.40.41.39.39 ";"02.40.41.39.19"
"02";"442";"0000";"NANTES";"Régime Agricole";"442";"441";"7, rue des Cadeniers";"";"NANTES";"44034";"CEDEX";"02 40 69 02 22";""
"02";"445";"0000";"NANTES";"Régime Agricole";"441";"441";"2 impasse de l'Espéranto";"SAINT-HERBLAIN";"NANTES";"44957";"CEDEX 9";"02.40.41.39.39 ";"02 40  41 39 19"
"02";"451";"0000";"ORLEANS";"Régime Agricole";"451";"411";"11. avenue des Droits de l'Homme";"B.P. 9200 ";"ORLEANS";"45924";"CEDEX 9 ";"02.38.60.55.55";"02.38.60.56.80"
"02";"452";"0000";"ORLEANS";"Régime Agricole";"452";"411";"1, rue Royale";"";"ORLEANS";"45036";"CEDEX";"02 38 53 60 16";""
"02";"455";"0000";"ORLEANS";"Régime Agricole";"451";"411";"11. avenue des Droits de l'Homme";"B.P. 9200 ";"ORLEANS";"45924";"CEDEX 9 ";"02.38.60.55.55";"02.38.60.56.80"
"02";"461";"0000";"CAHORS";"Régime Agricole";"461";"821";"Rue du Pape Jean XXIII";"B.P. 279 ";"CAHORS";"46014";"CEDEX";"05.65.35.43.82 ";"05.65.22.18.73"
"02";"465";"0000";"CAHORS";"Régime Agricole";"461";"821";"Rue du Pape Jean XXIII";"B.P. 279 ";"CAHORS ";"46014";"CEDEX";"05.65.35.43.82 ";"05.65.22.18.73"
"02";"471";"0000";"AGEN";"Régime Agricole";"471";"821";"1. quai du Docteur-Calabet";"";"AGEN";"47913";"CEDEX";"05.53.67.77.77 ";"05.53.67.78.58"
"02";"472";"0000";"AGEN";"Régime Agricole";"472";"821";"55, rue Camille Desmoulins";"";"AGEN";"47031";"CEDEX";"05 53 48 24 56";""
"02";"475";"0000";"AGEN";"Régime Agricole";"471";"821";"1. quai du Docteur-Calabet";"";"AGEN";"47913";"CEDEX";"05.53.67.77.77 ";"05.53.67.78.58"
"02";"481";"0000";"MENDE";"Régime Agricole";"481";"301";"10. cité des Carmes";"";"MENDE";"48005";"CEDEX";"04.66.49.79.20 ";"04.66.49.79.59"
"02";"485";"0000";"MENDE";"Régime Agricole";"481";"301";"10. cité des Carmes";"";"MENDE";"48005";"CEDEX";"04.66.49.79.20 ";"04.66.49.79.59"
"02";"491";"0000";"ANGERS";"Régime Agricole";"491";"351";"9. rue Béclard";"";"ANGERS";"49038";"CEDEX ";"02.41.86.57.57 ";"02.41.86.58.01"
"02";"492";"0000";"ANGERS";"Régime Agricole";"492";"351";"1, rue Francis Meilland";"";"ANGERS";"49044";"CEDEX 01 ";"02 41 47 96 39";""
"02";"495";"0000";"ANGERS";"Régime Agricole";"491";"351";"9. rue Béclard";"";"ANGERS";"49038";"CEDEX";"02.41.86.57.57 ";"02.41.86.58.01"
"02";"501";"0000";"SAINT LO";"Régime Agricole";"501";"351";"9. place du Champ-de-Mars";"B.P. 205 ";"SAINT-LO ";"50005";"CEDEX";"02.33.06.40.00 ";"02.33.06.42.00"
"02";"502";"0000";"SAINT LO";"Régime Agricole";"502";"752";"58, rue de la Marne";"";"SAINT-LO ";"50014";"CEDEX";"02 33 57 27 48";""
"02";"504";"0000";"SAINT LO";"Régime Agricole";"504";"351";"9. place du Champ-de-Mars";"B.P. 205 ";"SAINT-LO ";"50005";"CEDEX";"02.33.06.40.00 ";"02.33.06.42.00"
"02";"505";"0000";"SAINT LO";"Régime Agricole";"501";"351";"9. place du Champ-de-Mars";"B.P. 205 ";"SAINT-LO ";"50005";"CEDEX";"02.33.06.40.00 ";"02.33.06.42.00"
"02";"511";"0000";"REIMS";"Régime Agricole";"511";"541";"24. boulevard Louis-Roederer";"";"REIMS";"51077";"CEDEX";"03.26.40.88.00 ";"03.26.40.87.50"
"02";"512";"0000";"CHALONS/MARNE";"Régime Agricole";"512";"541";"10, rue Gambetta";"";"CHALONS EN CHAMPAGNE ";"51042";"CEDEX";"03 26 68 05 82";""
"02";"515";"0000";"REIMS";"Régime Agricole";"511";"541";"24. boulevard Louis-Roederer";"";"REIMS";"51077";"CEDEX";"03.26.40.88.00 ";"03.26.40.87.50"
"02";"521";"0000";"CHAUMONT";"Régime Agricole";"521";"541";"4. avenue Emile-Cassez";"B.P. 504 ";"CHAUMONT";"52017";"CEDEX ";"03.25.30.33.00 ";"03.25.32.67.37"
"02";"525";"0000";"CHAUMONT";"Régime Agricole";"521";"541";"4. avenue Emile-Cassez";"B.P. 504 ";"CHAUMONT";"52017";"CEDEX";"03.25.30.33.00 ";"03.25.32.67.37"
"02";"531";"0000";"LAVAL";"Régime Agricole";"531";"351";"76. boulevard Lucien-Daniel";"";"LAVAL";"53029";"CEDEX";"02.43.91.41.41 ";"02.43.91.16.14"
"02";"532";"0000";"LAVAL";"Régime Agricole";"532";"351";"128, bld. Jourdan";"";"LAVAL";"53081";"CEDEX 9 ";"02 43 59 68 88";""
"02";"535";"0000";"LAVAL";"Régime Agricole";"531";"351";"76. boulevard Lucien-Daniel";"";"LAVAL";"53029";"CEDEX";"02.43.91.41.41 ";"02.43.91.16.14"
"02";"541";"0000";"VANDOEUVRE L/NANCY";"Régime Agricole";"541";"541";"15. avenue Paul-Doumer";"";"VANDOEUVRE-LES-NANCY ";"54507";"CEDEX";"03.83.50.35.00 ";"03.83.56.65.86"
"02";"542";"0000";"NANCY";"Régime Agricole";"542";"541";"35, rue des Carmes";"";"NANCY";"54042";"CEDEX";"03 83 35 01 37";"03 83 32 67 36"
"02";"545";"0000";"VANDOEUVRE L/NANCY";"Régime Agricole";"541";"541";"15. avenue Paul-Doumer";"";"VANDOEUVRE-LES-NANCY ";"54507";"CEDEX";"03.83.50.35.00 ";"03.83.56.65.86"
"02";"551";"0000";"VERDUN";"Régime Agricole";"551";"541";"Place Saint Paul";"";"VERDUN";"55112";"CEDEX";"03 29 83 38 00 ";""
"02";"555";"0000";"VERDUN";"Régime Agricole";"551";"541";"Place Saint Paul";"";"VERDUN";"55112";"CEDEX";"03 29 83 38 00 ";""
"02";"561";"0000";"VANNES";"Régime Agricole";"561";"351";"Avenue du Général Borgnis Desbordes";"B.P. 326 ";"VANNES";"56018";"CEDEX ";"02.97.46.52.52 ";"02.97.40.92.81"
"02";"562";"0000";"LORIENT";"Régime Agricole";"562";"351";"17bis, rue Marie Dorval";"";"LORIENT";"56100";"";"02 97 64 62 10";""
"02";"565";"0000";"VANNES";"Régime Agricole";"561";"351";"Avenue du Général Borgnis Desbordes";"B.P. 326 ";"VANNES";"56018";"CEDEX";"02.97.46.52.52 ";"02.97.40.92.81"
"02";"571";"0000";"METZ";"Régime Agricole";"571";"541";"17. avenue André Malraux";"";"METZ";"57778";"CEDEX 09";"03.87.55.76.41 ";"03.87.55.76.97"
"02";"575";"0000";"METZ";"Régime Agricole";"571";"541";"17. avenue André Malraux";" ";"METZ";"57778";"CEDEX 09 ";"03.87.55.76.41";"03.87.55.76.97"
"02";"581";"0000";"NEVERS";"Régime Agricole";"581";"541";"Maison de l'Agriculture";"B.P. 805 ";"NEVERS";"58017";"CEDEX";"03.86.93.50.00 ";"03.86.93.50.09"
"02";"582";"0000";"NEVERS";"Régime Agricole";"582";"541";"5, rue du Pont Cizeau";"";"NEVERS";"58000";"";"03 86 61 25 73";""
"02";"585";"0000";"NEVERS";"Régime Agricole";"581";"541";"Maison de l'Agriculture";"B.P. 805 ";"NEVERS";"58017";"CEDEX";"03.86.93.50.00 ";"03.86.93.50.09"
"02";"591";"0000";"LILLE";"Régime Agricole";"591";"591";"";"";"LILLE ";"59716";"CEDEX 9 ";"03.20.00.21.99 ";"03.20.00.20.13"
"02";"592";"0000";"LILLE";"Régime Agricole";"592";"591";"Immeuble 'le tripode'";"230 av J. Jaurés ";"RONCHIN";"59790";"";"03 20 29 63 00";"03 20 29 63 01"
"02";"595";"0000";"LILLE";"Régime Agricole";"591";"591";"";"";"LILLE ";"59716";"CEDEX 9 ";"03.20.00.21.99 ";"03.20.00.20.13"
"02";"601";"0000";"BEAUVAIS";"Régime Agricole";"601";"591";"8. avenue Victor Hugo";"B.P. 70828";"BEAUVAIS";"60010";"CEDEX";"03.44.06.81.00 ";"03.44.06.81.01"
"02";"605";"0000";"BEAUVAIS";"Régime Agricole";"601";"591";"8. avenue Victor Hugo";"B.P. 328-1 ";"BEAUVAIS";"60010";"CEDEX";"03.44.06.81.00 ";"03.44.06.81.01"
"02";"611";"0000";"ALENCON";"Régime Agricole";"611";"351";"52, bd. du 1er Chasseurs";"";"ALENCON";"61011";"CEDEX ";"02 33 31 40 00 ";"02 33 31 41 97"
"02";"612";"0000";"ALENCON";"Régime Agricole";"612";"351";"33, rue de Bretagne";"";"ALENCON";"61015";"CEDEX";"02 33 26 79 40";""
"02";"615";"0000";"ALENCON";"Régime Agricole";"611";"351";"52, bd. du 1er Chasseurs";"";"ALENCON";"61011";"CEDEX";"02 33 31 40 00 ";"02 33 31 41 97"
"02";"621";"0000";"ARRAS";"Régime Agricole";"621";"591";"1. rue A. Gatoux";"";"ARRAS";"62024";"CEDEX";"03.21.24.60.62 ";"03.21.24.60.84"
"02";"622";"0000";"ARRAS";"Régime Agricole";"622";"591";"7, rue du Cardinal";"";"ARRAS";"62012";"CEDEX";"03 21 51 49 24";""
"02";"625";"0000";"ARRAS";"Régime Agricole";"621";"591";"1. rue A. Gatoux";"";"ARRAS";"62024";"CEDEX";"03.21.24.60.62 ";"03.21.24.60.84"
"02";"631";"0000";"CLERMONT FERRAND";"Régime Agricole";"631";"381";"75. Boulevard F. Mitterrand";"";"CLERMONT-FERRAND ";"63041";"CEDEX";"04.73.43.75.00 ";"04.73.43.75.11"
"02";"632";"0000";"CLERMONT-FERRAND";"Régime Agricole";"632";"381";"Résidence du Square";"52, avenue Julien ";"CLERMONT-Fd ";"63037";"CEDEX";"04 73 34 79 90";""
"02";"635";"0000";"CLERMONT FERRAND";"Régime Agricole";"631";"381";"75. Boulevard F. Mitterrand";"";"CLERMONT-FERRAND ";"63041";"CEDEX";"04.73.43.75.00 ";"04.73.43.75.11"
"02";"641";"0000";"PAU";"Régime Agricole";"641";"641";"1. place Marguerite Laborde";"";"PAU";"64017";"CEDEX";"05.59.80.72.72 ";"05.59.80.72.27"
"02";"642";"0000";"PAU";"Régime Agricole";"642";"641";"56 avenue Jean Mermoz";"";"PAU";"64000";"";"05 59 14 11 30";""
"02";"645";"0000";"PAU";"Régime Agricole";"641";"641";"1. place Marguerite Laborde";"";"PAU";"64017";"CEDEX";"05.59.80.72.72 ";"05.59.80.72.27"
"02";"651";"0000";"TARBES";"Régime Agricole";"651";"641";"22. rue de Cronstadt ";"B.P. 119 ";"TARBES";"65022";"CEDEX ";"05.62.34.39.95 ";"05.62.51.07.46"
"02";"652";"0000";"TARBES";"Régime Agricole";"652";"641";"Résidence Foch";"23, rue Larrey ";"TARBES";"65000";"";"05 62 56 91 79";""
"02";"655";"0000";"TARBES";"Régime Agricole";"651";"641";"22. rue de Cronstadt";"B.P. 119 ";"TARBES";"65022";"CEDEX";"05.62.34.39.95 ";"05.62.51.07.46"
