CIP,C,13	NOM_COURT,C,50	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77	DT_DEB_AFS,D	DT_FIN_AFS,D	DEBUT_REMB,D	FIN_REMB,D
3400921836776	RABEPRAZOLE ZEN 10MG CPR 28	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	22/11/12		27/10/12	
3400921837896	RABEPRAZOLE ZEN 20MG CPR 14	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	22/11/12		27/10/12	
3400921838329	RABEPRAZOLE ZEN 20MG CPR 28	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	22/11/12		27/10/12	
3400921839449	LATANOPROST RBX 0,005% COLLYRE 1/2,5 ML	1025	XALATAN 0,005% COLLYRE FL 2,5ML	S01EE01	LATANOPROST	10/05/12		14/01/12	
3400921839500	LATANOPROST RBX 0,005% COLLYRE 3/2,5 ML	1025	XALATAN 0,005% COLLYRE FL 2,5ML	S01EE01	LATANOPROST	10/05/12		14/01/12	
3400921839968	CANDESARTAN ZYD 16MG CPR 30	961	ATACAND 16MG CPR                    | KENZEN 16MG CPR	C09CA06	CANDESARTAN	10/05/12		12/04/12	
3400921840049	CANDESARTAN ZYD 16MG CPR 90	961	ATACAND 16MG CPR                    | KENZEN 16MG CPR	C09CA06	CANDESARTAN	10/05/12		12/04/12	
3400921845761	PRAVASTATINE MYL 10MG CPR 28	477	ELISOR 10MG CPR                     | VASTEN 10MG CPR	C10AA03	PRAVASTATINE	22/09/09		25/11/11	
3400921846133	PRAVASTATINE MYL 20MG CPR 28	475	ELISOR 20MG CPR                     | VASTEN 20MG CPR	C10AA03	PRAVASTATINE	22/09/09		25/11/11	
3400921846423	PRAVASTATINE MYL 20MG CPR 84	475	ELISOR 20MG CPR                     | VASTEN 20MG CPR	C10AA03	PRAVASTATINE	22/09/09		25/11/11	
3400921846652	PRAVASTATINE MYL 40MG CPR 28	476	ELISOR 40MG CPR                     | VASTEN 40MG CPR	C10AA03	PRAVASTATINE	22/09/09		25/11/11	
3400921846881	PRAVASTATINE MYL 40MG CPR 84	476	ELISOR 40MG CPR                     | VASTEN 40MG CPR	C10AA03	PRAVASTATINE	22/09/09		25/11/11	
3400921847543	RABEPRAZOLE ACT 10MG CPR 14	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	25/07/12		05/07/12	
3400921848083	RABEPRAZOLE ACT 10MG CPR 28	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	25/07/12		05/07/12	
3400921849844	RABEPRAZOLE ACT 20MG CPR 14	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	25/07/12		05/07/12	
3400921850215	RABEPRAZOLE ACT 20MG CPR 28	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	25/07/12		05/07/12	
3400921852165	RABEPRAZOLE ZYD 10MG CPR 14	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	11/09/12		10/10/12	
3400921852516	RABEPRAZOLE ZYD 10MG CPR 28	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	11/09/12		10/10/12	
3400921854466	RABEPRAZOLE ZYD 20MG CPR 14	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	11/09/12		10/10/12	
3400921854817	RABEPRAZOLE ZYD 20MG CPR 28	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	11/09/12		10/10/12	
3400921865462	IRBESARTAN MYL 75MG CPR 30	915	APROVEL 75MG CPR	C09CA04	IRBESARTAN	28/06/11	28/12/12	12/04/12	
3400921866063	IRBESARTAN MYL 75MG CPR 90	915	APROVEL 75MG CPR	C09CA04	IRBESARTAN	28/06/11	28/12/12	12/04/12	
3400921866643	IRBESARTAN MYL 150MG CPR 30	916	APROVEL 150MG CPR	C09CA04	IRBESARTAN	27/06/11	28/12/12	12/04/12	
3400921867244	IRBESARTAN MYL 150MG CPR 90	916	APROVEL 150MG CPR	C09CA04	IRBESARTAN	27/06/11	28/12/12	12/04/12	
3400921867992	IRBESARTAN MYL 300MG CPR 30	917	APROVEL 300MG CPR	C09CA04	IRBESARTAN	28/06/11	28/12/12	12/04/12	
3400921868654	IRBESARTAN MYL 300MG CPR 90	917	APROVEL 300MG CPR	C09CA04	IRBESARTAN	28/06/11	28/12/12	12/04/12	
3400921907209	PRAVASTATINE EG 20MG CPR 28	475	ELISOR 20MG CPR                     | VASTEN 20MG CPR	C10AA03	PRAVASTATINE	10/05/12		05/07/12	
3400921907377	PRAVASTATINE EG 20MG CPR 84	475	ELISOR 20MG CPR                     | VASTEN 20MG CPR	C10AA03	PRAVASTATINE	10/05/12		05/07/12	
3400921907667	PRAVASTATINE EG 40MG CPR 28	476	ELISOR 40MG CPR                     | VASTEN 40MG CPR	C10AA03	PRAVASTATINE	01/09/05		05/07/12	
3400921907728	PRAVASTATINE EG 40MG CPR 84	476	ELISOR 40MG CPR                     | VASTEN 40MG CPR	C10AA03	PRAVASTATINE	01/09/05		05/07/12	
3400921911978	TELMISARTAN MYL 40MG CPR 30	911	MICARDIS 40MG CPR                   | PRITOR 40MG CPR	C09CA07	TELMISARTAN	12/05/12		28/09/13	
3400921912289	TELMISARTAN MYL 40MG CPR 90	911	MICARDIS 40MG CPR                   | PRITOR 40MG CPR	C09CA07	TELMISARTAN	12/05/12		28/09/13	
3400921913521	TELMISARTAN MYL 80MG CPR 30	912	MICARDIS 80MG CPR                   | PRITOR 80MG CPR	C09CA07	TELMISARTAN	12/05/12		28/09/13	
3400921913989	TELMISARTAN MYL 80MG CPR 90	912	MICARDIS 80MG CPR                   | PRITOR 80MG CPR	C09CA07	TELMISARTAN	12/05/12		28/09/13	
3400921919783	PRAVASTATINE BGA 10MG CPR 28	477	ELISOR 10MG CPR                     | VASTEN 10MG CPR	C10AA03	PRAVASTATINE	09/06/06	12/01/07	01/03/12	
3400921920505	PRAVASTATINE BGA 40MG CPR 28	476	ELISOR 40MG CPR                     | VASTEN 40MG CPR	C10AA03	PRAVASTATINE	15/06/06		01/03/12	
3400921920734	PRAVASTATINE BGA 40MG CPR 84	476	ELISOR 40MG CPR                     | VASTEN 40MG CPR	C10AA03	PRAVASTATINE	15/06/06		01/03/12	
3400921921045	PRAVASTATINE EVO 10MG CPR 28	477	ELISOR 10MG CPR                     | VASTEN 10MG CPR	C10AA03	PRAVASTATINE	15/04/09		12/04/12	
3400921921564	PRAVASTATINE EVO 20MG CPR 28	475	ELISOR 20MG CPR                     | VASTEN 20MG CPR	C10AA03	PRAVASTATINE	11/10/06		12/04/12	
3400921921793	PRAVASTATINE EVO 20MG CPR 84	475	ELISOR 20MG CPR                     | VASTEN 20MG CPR	C10AA03	PRAVASTATINE	11/10/06		12/04/12	
3400921921915	PRAVASTATINE EVO 40MG CPR 28	476	ELISOR 40MG CPR                     | VASTEN 40MG CPR	C10AA03	PRAVASTATINE	11/10/06		12/04/12	
3400921922226	PRAVASTATINE EVO 40MG CPR 84	476	ELISOR 40MG CPR                     | VASTEN 40MG CPR	C10AA03	PRAVASTATINE	11/10/06		12/04/12	
3400921923285	LEVETIRACETAM ACT 250MG CPR 60	1019	KEPPRA 250MG CPR	N03AX14	LEVETIRACETAM	28/12/12		01/03/12	
3400921923346	LEVETIRACETAM ACT 500MG CPR 60	1020	KEPPRA 500MG CPR	N03AX14	LEVETIRACETAM	28/12/12		01/03/12	
3400921923407	LEVETIRACETAM ACT 1000MG CPR 60	1021	KEPPRA 1000MG CPR	N03AX14	LEVETIRACETAM	28/12/12		01/03/12	
3400921924527	TELMISARTAN EG 40MG CPR 30	911	MICARDIS 40MG CPR                   | PRITOR 40MG CPR	C09CA07	TELMISARTAN	12/05/12		10/08/13	
3400921924695	TELMISARTAN EG 40MG CPR 90	911	MICARDIS 40MG CPR                   | PRITOR 40MG CPR	C09CA07	TELMISARTAN	12/05/12		10/08/13	
3400921924756	TELMISARTAN EG 80MG CPR 30	912	MICARDIS 80MG CPR                   | PRITOR 80MG CPR	C09CA07	TELMISARTAN	12/05/12		10/08/13	
3400921924817	TELMISARTAN EG 80MG CPR 90	912	MICARDIS 80MG CPR                   | PRITOR 80MG CPR	C09CA07	TELMISARTAN	12/05/12		10/08/13	
3400921925647	LEVETIRACETAM SDZ 250MG CPR 60	1019	KEPPRA 250MG CPR	N03AX14	LEVETIRACETAM	10/05/12		07/03/12	
3400921927719	LEVETIRACETAM SDZ 1000MG CPR 60	1021	KEPPRA 1000MG CPR	N03AX14	LEVETIRACETAM	10/05/12		07/03/12	
3400921927948	ESOMEPRAZOLE PHR 40MG GELULE 14	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	25/07/12		08/03/12	
3400921928020	ESOMEPRAZOLE PHR 40MG GELULE 28	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	25/07/12		08/03/12	
3400921928198	ESOMEPRAZOLE PHR 20MG GELULE 7	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	25/07/12		08/03/12	
3400921928259	ESOMEPRAZOLE PHR 20MG GELULE 14	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	25/07/12		08/03/12	
3400921928310	ESOMEPRAZOLE PHR 20MG GELULE 28	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	25/07/12		08/03/12	
3400921937534	LATANOPROST SDZ 0,005% COLLYRE 1/2,5 ML	1025	XALATAN 0,005% COLLYRE FL 2,5ML	S01EE01	LATANOPROST	10/05/12		30/12/11	
3400921937763	LATANOPROST SDZ 0,005% COLLYRE 3/2,5 ML	1025	XALATAN 0,005% COLLYRE FL 2,5ML	S01EE01	LATANOPROST	10/05/12		30/12/11	
3400921938074	LOSARTAN HCTZ ZYD 100/25MG CPR 30	801	FORTZAAR 100MG/25MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	28/06/12		05/04/13	
3400921938883	RISEDRONATE PHR 35MG CPR 4	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE	25/07/12		25/04/12	
3400921938944	RISEDRONATE PHR 35MG CPR 12	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE	25/07/12		25/04/12	
3400921939255	LEVETIRACETAM SDZ 100MG/ML SOL BUV 1/300 ML	1079	KEPPRA 100MG/ML SOL BUV 150ML+S1ML  | KEPPRA 100MG/ML SOL BUV 150ML+S3ML  | KEPPRA 100MG/ML SOL BUV 300ML+S10ML	N03AX14	LEVETIRACETAM	10/05/12		07/03/12	
3400921940206	RISEDRONATE ALT 35MG CPR 4	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE	10/05/12		08/02/12	
3400921940435	RISEDRONATE ALT 35MG CPR 12	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE	10/05/12		08/02/12	
3400921943856	LOSARTAN HCTZ EG 100/12,5MG CPR 30	821	FORTZAAR 100MG/12,5MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	10/05/12		26/01/12	
3400921944167	LOSARTAN HCTZ EG 100/12,5MG CPR 90	821	FORTZAAR 100MG/12,5MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	10/05/12		26/01/12	
3400921944457	RIVASTIGMINE BGA 1,5MG GELULE 56	1061	EXELON 1,5MG GELULE	N06DA03	RIVASTIGMINE	22/11/12		23/06/12	
3400921944747	RIVASTIGMINE BGA 3MG GELULE 56	938	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	28/06/12		23/06/12	
3400921945058	RIVASTIGMINE BGA 4,5MG GELULE 56	939	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	28/06/12		23/06/12	
3400921945409	RIVASTIGMINE BGA 6MG GELULE 56	940	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	28/06/12		23/06/12	
3400921959536	DORZOLAMIDE TIMOLOL EG COLLYRE 5ML 1/5 ML	849	COSOPT 20MG/5MG/ML COLLYRE FL 5ML	S01ED51	TIMOLOL EN ASSOCIATION	10/05/12		08/03/12	
3400921962086	DONEPEZIL ACT 5MG CPR 28	928	ARICEPT 5MG CPR                     | ARICEPT 5MG CPR ORODISP	N06DA02	DONEPEZIL	28/06/12		01/03/12	
3400921963038	DONEPEZIL ACT 10MG CPR 28	929	ARICEPT 10MG CPR                    | ARICEPT 10MG CPR ORODISP	N06DA02	DONEPEZIL	10/05/12		01/03/12	
3400921964509	DONEPEZIL EVO 10MG CPR 28	929	ARICEPT 10MG CPR                    | ARICEPT 10MG CPR ORODISP	N06DA02	DONEPEZIL	22/11/12		10/10/12	
3400921971590	GALANTAMINE ZTL LP 16MG GELULE 28	1039	REMINYL LP 16MG GELULE	N06DA04	GALANTAMINE	28/06/12		12/04/12	
3400921971880	GALANTAMINE ZTL LP 8MG GELULE 28	1038	REMINYL LP 8MG GELULE	N06DA04	GALANTAMINE	28/06/12		12/04/12	
3400921972542	RIZATRIPTAN MYL 10MG CPR ORODISP 6	1087	MAXALTLYO 10MG LYOPHILISAT ORAL	N02CC04	RIZATRIPTAN	25/02/12		03/05/13	
3400921972603	RIZATRIPTAN MYL 10MG CPR ORODISP 12	1087	MAXALTLYO 10MG LYOPHILISAT ORAL	N02CC04	RIZATRIPTAN	25/02/12		03/05/13	
3400921974492	ZOLMITRIPTAN MYL 2,5MG CPR ORODISP 6	868	ZOMIGORO 2,5MG CPR	N02CC03	ZOLMITRIPTAN	25/07/12		08/03/12	
3400921974782	ZOLMITRIPTAN MYL 2,5MG CPR ORODISP 12	868	ZOMIGORO 2,5MG CPR	N02CC03	ZOLMITRIPTAN	25/07/12		08/03/12	
3400921975673	LOSARTAN HCTZ ARW 100/12,5MG CPR 30	821	FORTZAAR 100MG/12,5MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	31/05/13		07/03/12	
3400921976045	LOSARTAN HCTZ ARW 100/12,5MG CPR 90	821	FORTZAAR 100MG/12,5MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	31/05/13		07/03/12	
3400921977516	LOSARTAN HCTZ BGA 100/12,5MG CPR 30	821	FORTZAAR 100MG/12,5MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	28/06/12		23/06/12	
3400921977806	LOSARTAN HCTZ BGA 100/12,5MG CPR 90	821	FORTZAAR 100MG/12,5MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	28/06/12		23/06/12	
3400921980936	LOSARTAN HCTZ EVO 100/12,5MG CPR 30	821	FORTZAAR 100MG/12,5MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	28/12/12		30/01/13	
3400921981247	LOSARTAN HCTZ EVO 100/12,5MG CPR 90	821	FORTZAAR 100MG/12,5MG CPR	C09DA01	LOSARTAN ET DIURETIQUES	28/12/12		30/01/13	
3400921982596	ZOLMITRIPTAN MYL 2,5MG CPR 6	880	ZOMIG 2,5MG CPR	N02CC03	ZOLMITRIPTAN	25/07/12		08/03/12	
3400921982657	ZOLMITRIPTAN MYL 2,5MG CPR 12	880	ZOMIG 2,5MG CPR	N02CC03	ZOLMITRIPTAN	25/07/12		08/03/12	
3400921992304	RABEPRAZOLE ISD 10MG CPR 14	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	10/05/12		03/08/12	
3400921992823	RABEPRAZOLE ISD 10MG CPR 28	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	10/05/12		03/08/12	
3400921993653	RABEPRAZOLE ISD 20MG CPR 14	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	10/05/12		03/08/12	
3400921994025	RABEPRAZOLE ISD 20MG CPR 25	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	10/05/12		03/08/12	
3400921994315	RABEPRAZOLE PHR LAB 10MG 14	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	28/06/12		27/10/12	
3400921994773	RABEPRAZOLE PHR LAB 10MG 28	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE	28/06/12		27/10/12	
3400921995664	RABEPRAZOLE PHR LAB 20MG CPR 14	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	28/06/12		27/10/12	
3400921995954	RABEPRAZOLE PHR LAB 20MG CPR 28	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE	28/06/12		27/10/12	
3400922008844	RILUZOLE MYL 50MG CPR 56	1056	RILUTEK 50MG CPR	N07XX02	RILUZOLE	28/06/12		03/08/12	
3400922009964	GALANTAMINE BGA LP 24MG GELULE 28	1037	REMINYL LP 24MG GELULE	N06DA04	GALANTAMINE	28/06/12		12/04/12	
3400922010106	GALANTAMINE ARW LP 24MG GELULE 28	1037	REMINYL LP 24MG GELULE	N06DA04	GALANTAMINE	28/06/12		08/03/12	
3400922011165	GALANTAMINE BGA LP 16MG GELULE 28	1039	REMINYL LP 16MG GELULE	N06DA04	GALANTAMINE	28/06/12		12/04/12	
3400922011684	GALANTAMINE ZYD LP 16MG GELULE 28	1039	REMINYL LP 16MG GELULE	N06DA04	GALANTAMINE	28/06/12		08/03/12	
3400922011806	GALANTAMINE ARW LP 16MG GELULE 28	1039	REMINYL LP 16MG GELULE	N06DA04	GALANTAMINE	28/06/12		08/03/12	
3400922012865	GALANTAMINE ARW LP 8MG GELULE 28	1038	REMINYL LP 8MG GELULE	N06DA04	GALANTAMINE	28/06/12		08/03/12	
3400922013985	GALANTAMINE BGA LP 8MG GELULE 28	1038	REMINYL LP 8MG GELULE	N06DA04	GALANTAMINE	28/06/12		12/04/12	
3400922015767	CANDESARTAN EG 4MG CPR 30	959	ATACAND 4MG CPR                     | KENZEN 4MG CPR	C09CA06	CANDESARTAN	28/06/12		08/03/12	
3400922016078	CANDESARTAN EG 4MG CPR 90	959	ATACAND 4MG CPR                     | KENZEN 4MG CPR	C09CA06	CANDESARTAN	28/06/12		08/03/12	
3400922016887	CANDESARTAN EG 8MG CPR 30	960	ATACAND 8MG CPR                     | KENZEN 8MG CPR	C09CA06	CANDESARTAN	28/06/12		08/03/12	
3400922017198	CANDESARTAN EG 8MG CPR 90	960	ATACAND 8MG CPR                     | KENZEN 8MG CPR	C09CA06	CANDESARTAN	28/06/12		08/03/12	
3400922018720	CANDESARTAN EG 16MG CPR 30	961	ATACAND 16MG CPR                    | KENZEN 16MG CPR	C09CA06	CANDESARTAN	28/06/12		08/03/12	
3400922019031	CANDESARTAN EG 16MG CPR 90	961	ATACAND 16MG CPR                    | KENZEN 16MG CPR	C09CA06	CANDESARTAN	28/06/12		08/03/12	
3400922020389	CANDESARTAN EG 32MG CPR 30	962	ATACAND 32MG CPR                    | KENZEN 32MG CPR	C09CA06	CANDESARTAN	28/06/12		08/03/12	
3400922026473	LEVOFLOXACINE ISD 500MG CPR 5	922	TAVANIC 500MG CPR	J01MA12	LEVOFLOXACINE	28/06/12		25/04/12	
3400922030616	LEVETIRACETAM ARW 500MG CPR 60	1020	KEPPRA 500MG CPR	N03AX14	LEVETIRACETAM	28/06/12		12/04/12	
3400922031217	LEVETIRACETAM ARW 250MG CPR 60	1019	KEPPRA 250MG CPR	N03AX14	LEVETIRACETAM	28/06/12		12/04/12	
3400922032108	GABAPENTINE SDZ 600MG CPR 90	634	NEURONTIN 600MG CPR	N03AX12	GABAPENTINE	12/05/10		08/03/12	
3400922032337	GABAPENTINE SDZ 800MG CPR 90	395	NEURONTIN 800MG CPR	N03AX12	GABAPENTINE	12/05/10		08/03/12	
3400922032856	BETAHISTINE ACC 8MG CPR 30	139	SERC 8MG CPR	N07CA01	BETAHISTINE	28/06/12		25/04/12	
3400922033167	CITALOPRAM BGR 20MG CPR 28	320	SEROPRAM 20MG CPR	N06AB04	CITALOPRAM	24/10/13		25/04/12	
3400922033747	ESOMEPRAZOLE ZYD 20MG GELULE 7	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922033808	ESOMEPRAZOLE ZYD 20MG GELULE 14	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922033976	ESOMEPRAZOLE ZYD 20MG GELULE 28	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922034287	ESOMEPRAZOLE ZYD 40MG GELULE 14	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922034348	ESOMEPRAZOLE ZYD 40MG GELULE 28	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922035987	ESOMEPRAZOLE CRT 20MG GELULE 14	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		08/03/12	
3400922036069	ESOMEPRAZOLE CRT 20MG GELULE 28	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		08/03/12	
3400922036298	ESOMEPRAZOLE CRT 40MG GELULE 14	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		08/03/12	
3400922036359	ESOMEPRAZOLE CRT 40MG GELULE 28	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		08/03/12	
3400922037240	ESOMEPRAZOLE ACT 20MG GELULE 7	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922037301	ESOMEPRAZOLE ACT 20MG GELULE 14	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922037479	ESOMEPRAZOLE ACT 20MG GELULE 28	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922037530	ESOMEPRAZOLE ACT 40MG GELULE 14	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922037769	ESOMEPRAZOLE ACT 40MG GELULE 28	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922037820	ESOMEPRAZOLE ACT 40MG GELULE 28	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE	28/06/12		12/04/12	
3400922042381	DONEPEZIL SDZ 5MG CPR ORODSIP 28	928	ARICEPT 5MG CPR                     | ARICEPT 5MG CPR ORODISP	N06DA02	DONEPEZIL	22/11/12		08/03/12	
3400922043272	DONEPEZIL SDZ 10MG CPR ORODSIP 28	929	ARICEPT 10MG CPR                    | ARICEPT 10MG CPR ORODISP	N06DA02	DONEPEZIL	28/06/12		08/03/12	
3400922050195	IRBESARTAN HCTZ RBX 150/12,5MG CPR 30	974	COAPROVEL 150/12,5MG CPR            | COAPROVEL 150/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	28/06/12		27/10/12	
3400922050775	IRBESARTAN HCTZ RBX 150/12,5MG CPR 90	974	COAPROVEL 150/12,5MG CPR            | COAPROVEL 150/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	28/06/12		27/10/12	
3400922054629	IRBESARTAN HCTZ RBX 300/12,5MG CPR 30	975	COAPROVEL 300/12,5MG CPR            | COAPROVEL 300/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	28/06/12		27/10/12	
3400922055398	IRBESARTAN HCTZ RBX 300/12,5MG CPR 90	975	COAPROVEL 300/12,5MG CPR            | COAPROVEL 300/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	28/06/12		27/10/12	
3400922056050	IRBESARTAN HCTZ RBX 300/25MG CPR 30	1003	COAPROVEL 300/25MG CPR              | COAPROVEL 300/25MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	28/06/13		27/10/12	
3400922056630	IRBESARTAN HCTZ RBX 300/25MG CPR 90	1003	COAPROVEL 300/25MG CPR              | COAPROVEL 300/25MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	28/06/13		27/10/12	
3400922060941	MONTELUKAST RBX 10MG CPR 28	924	SINGULAIR 10MG CPR	R03DC03	MONTELUKAST	11/09/12		01/12/12	
3400922061313	MONTELUKAST RBX 5MG CPR CROQ 28	925	SINGULAIR 5MG CPR	R03DC03	MONTELUKAST	11/09/11		01/12/12	
3400922062723	GLIMEPIRIDE EVO 1MG CPR 30	516	AMAREL 1MG CPR	A10BB12	GLIMEPIRIDE	25/07/12		05/07/12	
3400922063034	GLIMEPIRIDE EVO 1MG CPR 90	516	AMAREL 1MG CPR	A10BB12	GLIMEPIRIDE	25/07/12		05/07/12	
3400922063492	GLIMEPIRIDE EVO 2MG CPR 30	517	AMAREL 2MG CPR	A10BB12	GLIMEPIRIDE	25/07/12		05/07/12	
3400922063782	GLIMEPIRIDE EVO 2MG CPR 90	517	AMAREL 2MG CPR	A10BB12	GLIMEPIRIDE	25/07/12		05/07/12	
3400922064093	GLIMEPIRIDE EVO 3MG CPR 30	518	AMAREL 3MG CPR	A10BB12	GLIMEPIRIDE	25/07/12		05/07/12	
3400922064444	GLIMEPIRIDE EVO 3MG CPR 90	518	AMAREL 3MG CPR	A10BB12	GLIMEPIRIDE	25/07/12		05/07/12	
3400922065274	GLIMEPIRIDE EVO 4MG CPR 30	519	AMAREL 4MG CPR	A10BB12	GLIMEPIRIDE	25/07/12		05/07/12	
3400922065625	GLIMEPIRIDE EVO 4MG CPR 90	519	AMAREL 4MG CPR	A10BB12	GLIMEPIRIDE	25/07/12		05/07/12	
3400922082363	RISEDRONATE RTP 75MG CPR 2	996	ACTONEL 75MG CPR	M05BA07	RISEDRONIQUE ACIDE	03/07/13		09/11/12	
3400922082592	RISEDRONATE RTP 75MG CPR 6	996	ACTONEL 75MG CPR	M05BA07	RISEDRONIQUE ACIDE	03/07/13		09/11/12	
3400922084893	LEFLUNOMIDE MYL 10MG CPR 30	1085	ARAVA 10MG CPR	L04AA13	LEFLUNOMIDE	11/09/12		10/08/13	
3400922085265	LEFLUNOMIDE MYL 20MG CPR 30	1086	ARAVA 20MG CPR	L04AA13	LEFLUNOMIDE	11/09/12		10/08/13	
3400922085845	MIRTAZAPINE ZYD 15MG CPR 30	473	NORSET 15MG CPR	N06AX11	MIRTAZAPINE	28/06/12		25/04/12	
3400922086965	METFORMINE EG 850MG CPR 30	133	GLUCOPHAGE 850MG CPR	A10BA02	METFORMINE	24/07/13		12/04/12	
3400922090009	CANDESAR/HYD ZEN 8/12,5 CPR 30	886	HYTACAND 8MG/12,5MG CPR	C09DA06	CANDESARTAN ET DIURETIQUES	28/06/12		25/04/12	
3400922090467	CANDESAR/HYD ZEN 8/12,5 CPR 90	886	HYTACAND 8MG/12,5MG CPR	C09DA06	CANDESARTAN ET DIURETIQUES	28/06/12		25/04/12	
3400922090818	CANDESAR/HYD ZEN 16/12,5 CPR 30	887	HYTACAND 16MG/12,5MG CPR	C09DA06	CANDESARTAN ET DIURETIQUES	28/06/12		25/04/12	
3400922091129	CANDESAR/HYD ZEN 16/12,5 CPR 90	887	HYTACAND 16MG/12,5MG CPR	C09DA06	CANDESARTAN ET DIURETIQUES	28/06/12		25/04/12	
3400922091297	DORZOLAMIDE TIMOLOL BGA COLLYRE 5ML 1/5 ML	849	COSOPT 20MG/5MG/ML COLLYRE FL 5ML	S01ED51	TIMOLOL EN ASSOCIATION	25/07/12		23/06/12	
3400922092829	BUDESONIDE MYL 0,5MG/2ML SUSP INH 20/2 ML	303	PULMICORT 0,5MG/2ML SUSP INHAL	R03BA02	BUDESONIDE	11/09/12		05/07/12	
3400922092997	BUDESONIDE MYL 1MG/2ML SUSP INH 20/2 ML	304	PULMICORT 1MG/2ML SUSP INHAL	R03BA02	BUDESONIDE	11/09/12		05/07/12	
3400922094311	DESLORATADINE ACT 5MG CPR 14	1029	AERIUS 5MG CPR	R06AX27	DESLORATADINE	28/12/12		10/08/12	
