code,C,7	libelle,C,128
G03DC	DERIVES ESTRENE
G03DC01	ALLYLESTRENOL
G03DC02	NORETHISTERONE
G03DC03	LYNESTRENOL
G03DC04	ETHISTERONE
G03DC06	ETYNODIOL
G03DC31	METHYLESTRENOLONE
G03E	ANDROGENES ET HORMONES SEXUELLES FEMELLES EN ASSOCIATION
G03EA	ANDROGENES ET ESTROGENES
G03EA01	METHYLTESTOSTERONE ET ESTROGENE
G03EA02	TESTOSTERONE ET ESTROGENE
G03EA03	PRASTERONE ET ESTROGENE
G03EB	ANDROGENE, PROGESTATIF ET ESTROGENE EN ASSOCIATION
G03EK	ANDROGENES ET HORMONES SEXUELLES FEMELLES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
G03EK01	METHYLTESTOSTERONE
G03F	PROGESTATIFS ET ESTROGENES EN ASSOCIATION
G03FA	PROGESTATIFS ET ESTROGENES EN ASSOCIATION
G03FA01	NORETHISTERONE ET ESTROGENE
G03FA02	HYDROXYPROGESTERONE ET ESTROGENE
G03FA03	ETHISTERONE ET ESTROGENE
G03FA04	PROGESTERONE ET ESTROGENE
G03FA05	METHYLNORTESTOSTERONE ET ESTROGENE
G03FA06	ETYNODIOL ET ESTROGENE
G03FA07	LYNESTRENOL ET ESTROGENE
G03FA08	MEGESTROL ET ESTROGENE
G03FA09	NORETYNODREL ET ESTROGENE
G03FA10	NORGESTREL ET ESTROGENE
G03FA11	LEVONORGESTREL ET ESTROGENE
G03FA12	MEDROXYPROGESTERONE ET ESTROGENE
G03FA13	NORGESTIMATE ET ESTROGENE
G03FA14	DYDROGESTERONE ET ESTROGENE
G03FA15	DIENOGEST ET ESTROGENE
G03FA16	TRIMEGESTONE ET ESTROGENE
G03FA17	DROSPIRENONE ET ESTROGENE
G03FB	PROGESTATIFS ET ESTROGENES POUR ADMINISTRATION SEQUENTIELLE
G03FB01	NORGESTREL ET ESTROGENE
G03FB02	LYNESTRENOL ET ESTROGENE
G03FB03	CHLORMADINONE ET ESTROGENE
G03FB04	MEGESTROL ET ESTROGENE
G03FB05	NORETHISTERONE ET ESTROGENE
G03FB06	MEDROXYPROGESTERONE ET ESTROGENE
G03FB07	MEDROGESTONE ET ESTROGENE
G03FB08	DYDROGESTERONE ET ESTROGENE
G03FB09	LEVONORGESTREL ET ESTROGENE
G03FB10	DESOGESTREL ET ESTROGENE
G03FB11	TRIMEGESTONE ET ESTROGENE
G03FB12	NOMEGESTROL ET ESTROGENE
G03G	GONADOTROPHINES ET AUTRES STIMULANTS DE L'OVULATION
G03GA	GONADOTROPHINES
G03GA01	GONADOTROPHINE CHORIONIQUE
G03GA02	GONADOTROPHINE MENOPAUSIQUE HUMAINE
G03GA03	GONADOTROPHINE SERIQUE
G03GA04	UROFOLLITROPINE
G03GA05	FOLLITROPINE ALFA
G03GA06	FOLLITROPINE BETA
G03GA07	LUTROPINE ALFA
G03GA08	CHORIOGONADOTROPINE ALFA
G03GA09	CORIFOLLITROPINE ALFA
G03GA30	ASSOCIATIONS
G03GB	STIMULANTS SYNTHETIQUES DE L'OVULATION
G03GB01	CYCLOFENIL
G03GB02	CLOMIFENE
G03GB03	EPIMESTROL
G03H	ANTIANDROGENES
G03HA	ANTIANDROGENES NON ASSOCIES
G03HA01	CYPROTERONE
G03HB	ANTIANDROGENES ET ESTROGENES
G03HB01	CYPROTERONE ET ESTROGENE
G03X	AUTRES HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE
G03XA	ANTIGONADOTROPHINES ET ANALOGUES
G03XA01	DANAZOL
G03XA02	GESTRINONE
G03XB	MODULATEURS DES RECEPTEURS A LA PROGESTERONE
G03XB01	MIFEPRISTONE
G03XB02	ULIPRISTAL
G03XC	MODULATEURS SELECTIFS DES RECEPTEURS AUX ESTROGENES
G03XC01	RALOXIFENE
G03XC02	BAZEDOXIFENE
G03XC03	LASOFOXIFENE
G03XC04	ORMELOXIFENE
G03XC05	OSPEMIFENE
G04	MEDICAMENTS UROLOGIQUES
G04AC53	TAMSULOSINE ET SOLIFENACINE
G04B	MEDICAMENTS UROLOGIQUES
G04BA	ACIDIFIANTS
G04BA01	AMMONIUM CHLORURE
G04BA03	CALCIUM CHLORURE
G04BC	SOLUBILISANTS DES CALCULS URINAIRES
G04BD	MEDICAMENTS DE L'INCONTINENCE URINAIRE
G04BD01	EMEPRONIUM
G04BD02	FLAVOXATE
G04BD03	MELADRAZINE
G04BD04	OXYBUTYNINE
G04BD05	TERODILINE
G04BD06	PROPIVERINE
G04BD07	TOLTERODINE
G04BD08	SOLIFENACINE
G04BD09	TROSPIUM
G04BD10	DARIFENACINE
G04BD11	FESOTERODINE
G04BD12	MIRABEGRON
G04BE	MEDICAMENTS UTILISES DANS LES TROUBLES DE L'ERECTION
G04BE01	ALPROSTADIL
G04BE02	PAPAVERINE
G04BE03	SILDENAFIL
G04BE04	YOHIMBINE
G04BE06	MOXISYLYTE
G04BE07	APOMORPHINE
G04BE08	TADALAFIL
G04BE09	VARDENAFIL
G04BE10	AVANAFIL
G04BE11	UDENAFIL
G04BE30	ASSOCIATIONS
G04BE52	PAPAVERINE EN ASSOCIATION
G04BX	AUTRES MEDICAMENTS UROLOGIQUES
G04BX01	MAGNESIUM HYDROXYDE
G04BX03	ACETOHYDROXAMIQUE ACIDE
G04BX06	PHENAZOPYRIDINE
G04BX10	SUCCINIMIDE
G04BX11	COLLAGENE
G04BX12	PHENYLE SALICYLATE
G04BX13	DIMETHYLE SULFOXYDE
G04BX14	DAPOXETINE
G04BX15	PENTOSANE POLYSULFATE SODIQUE
G04C	MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE
G04CA	ALPHA-BLOQUANTS
G04CA01	ALFUZOSINE
G04CA02	TAMSULOSINE
G04CA03	TERAZOSINE
G04CA04	SILODOSINE
G04CA05	DOXAZOSINE
G04CA51	ALFUZOSINE ET FINASTERIDE
G04CA52	TAMSULOSINE ET DUTASTERIDE
G04CB	INHIBITEURS DE L'ALPHA-5-TESTOSTERONE REDUCTASE
G04CB01	FINASTERIDE
G04CB02	DUTASTERIDE
G04CX	AUTRES MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE
G04CX01	PRUNUS AFRICANAE CORTEX
G04CX02	SABALIS SERRULATAE FRUCTUS
G04CX03	MEPARTRICINE
H	HORMONES SYSTEMIQUES, HORMONES SEXUELLES EXCLUES
H01	HORMONES HYPOPHYSAIRES, HYPOTHALAMIQUES ET ANALOGUES
H01A	HORMONES DE L'ANTE HYPOPHYSE ET ANALOGUES
H01AA	ACTH
H01AA01	CORTICOTROPHINE
H01AA02	TETRACOSACTIDE
H01AB	THYROTROPHINE
H01AB01	THYROTROPHINE ALPHA
H01AC	SOMATROPINE ET AGONISTES DE LA SOMATROPINE
H01AC01	SOMATROPINE
H01AC02	SOMATREM
H01AC03	MECASERMIN
H01AC04	SERMORELINE
H01AC05	MECASERMIN RINFABATE
H01AC06	TESAMEROLIN
H01AX	AUTRES HORMONES DE L'ANTE-HYPOPHYSE ET ANALOGUES
H01AX01	PEGVISOMANT
H01B	HORMONES DE LA POST HYPOPHYSE
H01BA	VASOPRESSINE ET ANALOGUES
H01BA01	VASOPRESSINE
H01BA02	DESMOPRESSINE
H01BA03	LYPRESSINE
H01BA04	TERLIPRESSINE
H01BA05	ORNIPRESSINE
H01BA06	ARGIPRESSINE
H01BB	OXYTOCINE ET ANALOGUES
H01BB01	DEMOXYTOCINE
H01BB02	OXYTOCINE
H01BB03	CARBETOCINE
H01C	HORMONES HYPOTHALAMIQUES
H01CA	HORMONES ENTRAINANT LA LIBERATION DE GONADOTROPHINES
H01CA01	GONADORELINE
H01CA02	NAFARELINE
H01CB	SOMATOSTATINE ET ANALOGUES
H01CB01	SOMATOSTATINE
H01CB02	OCTREOTIDE
H01CB03	LANREOTIDE
H01CB04	VAPREOTIDE
H01CB05	PASIREOTIDE
H01CC	ANTI-HORMONES ENTRAINANT LA LIBERATION DE GONADOTROPHINE
H01CC01	GANIRELIX
H01CC02	CETRORELIX
H02	CORTICOIDES A USAGE SYSTEMIQUE
H02A	CORTICOIDES A USAGE SYSTEMIQUE NON ASSOCIES
H02AA	MINERALOCORTICOIDES
H02AA01	ALDOSTERONE
H02AA02	FLUDROCORTISONE
H02AA03	DESOXYCORTONE
H02AB	GLUCOCORTICOIDES
H02AB01	BETAMETHASONE
H02AB02	DEXAMETHASONE
H02AB03	FLUOCORTOLONE
H02AB04	METHYLPREDNISOLONE
H02AB05	PARAMETHASONE
H02AB06	PREDNISOLONE
H02AB07	PREDNISONE
H02AB08	TRIAMCINOLONE
H02AB09	HYDROCORTISONE
H02AB10	CORTISONE
H02AB11	PREDNYLIDENE
H02AB12	RIMEXOLONE
H02AB13	DEFLAZACORT
H02AB14	CLOPREDNOL
H02AB15	MEPREDNISONE
H02AB17	CORTIVAZOL
H02B	CORTICOIDES A USAGE SYSTEMIQUE EN ASSOCIATION
H02BX	CORTICOIDE A USAGE SYSTEMIQUE EN ASSOCIATION
H02BX01	METHYLPREDNISOLONE EN ASSOCIATION
H02C	ANTIHORMONES SURRENALIENNES
H02CA	INHIBITEURS DE CORTICOIDES
H02CA01	TRILOSTANE
H03	MEDICAMENTS DE LA THYROIDE
H03A	PREPARATIONS THYROIDIENNES
H03AA	HORMONES THYROIDIENNES
H03AA01	LEVOTHYROXINE SODIQUE
H03AA02	LIOTHYRONINE SODIQUE
H03AA03	ASSOCIATIONS DE LEVOTHYROXINE ET LIOTHYRONINE
H03AA04	TIRATRICOL
H03AA05	PREPARATIONS DE GLANDE THYROÏDE
H03B	ANTITHYROIDIENS
H03BA	THIOURACILES
H03BA01	METHYLTHIOURACILE
H03BA02	PROPYLTHIOURACILE
H03BA03	BENZYLTHIOURACILE
H03BB	DERIVES IMIDAZOLES SOUFRES
H03BB01	CARBIMAZOLE
H03BB02	THIAMAZOLE
H03BB52	THIAMAZOLE EN ASSOCIATION
H03BC	PERCHLORATES
H03BC01	POTASSIUM PERCHLORATE
H03BX	AUTRES ANTITHYROIDIENS
H03BX01	DIIODOTYROSINE
H03BX02	DIBROMOTYROSINE
H03C	MEDICAMENTS IODES
H03CA	MEDICAMENTS IODES
H04	HORMONES PANCREATIQUES
H04A	HORMONES GLYCOGENOLYTIQUES
H04AA	HORMONES GLYCOGENOLYTIQUES
H04AA01	GLUCAGON
H05	MEDICAMENTS DE L'EQUILIBRE CALCIQUE
H05A	HORMONES PARATHYROÏDIENNES
H05AA	HORMONES PARATHYROÏDIENNES ET ANALOGUES
H05AA01	GLANDE PARATHYROÏDE EXTRAIT
H05AA02	TERIPARATIDE
H05AA03	HORMONE PARATHYROIDIENNE
H05B	MEDICAMENTS ANTIPARATHYROÏDIENS
H05BA	CALCITONINES
H05BA01	CALCITONINE (SYNTHETIQUE DE SAUMON)
H05BA02	CALCITONINE (NATURELLE DE PORC)
H05BA03	CALCITONINE (SYNTHETIQUE HUMAINE)
H05BA04	ELCATONINE
H05BX	AUTRES MEDICAMENTS ANTIPARATHYROÏDIENS
H05BX01	CINACALCET
H05BX02	PARICALCITOL
H05BX03	DOXERCALCIFEROL
J	ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE
J01	ANTIBACTERIENS A USAGE SYSTEMIQUE
J01A	TETRACYCLINES
J01AA	TETRACYCLINES
J01AA01	DEMECLOCYCLINE
J01AA02	DOXYCYCLINE
J01AA03	CHLORTETRACYCLINE
J01AA04	LYMECYCLINE
J01AA05	METACYCLINE
J01AA06	OXYTETRACYCLINE
J01AA07	TETRACYCLINE
J01AA08	MINOCYCLINE
J01AA09	ROLITETRACYCLINE
J01AA10	PENIMEPICYCLINE
J01AA11	CLOMOCYCLINE
J01AA12	TIGECYCLINE
J01AA20	ASSOCIATIONS DE TETRACYCLINES
J01AA56	OXYTETRACYCLINE EN ASSOCIATION
J01B	PHENICOLES
J01BA	PHENICOLES
J01BA01	CHLORAMPHENICOL
J01BA02	THIAMPHENICOL
J01BA52	THIAMPHENICOL EN ASSOCIATION
J01C	BETALACTAMINES : PENICILLINES
J01CA	PENICILLINES A LARGE SPECTRE
J01CA01	AMPICILLINE
J01CA02	PIVAMPICILLINE
J01CA03	CARBENICILLINE
J01CA04	AMOXICILLINE
J01CA05	CARINDACILLINE
J01CA06	BACAMPICILLINE
J01CA07	EPICILLINE
J01CA08	PIVMECILLINAM
J01CA09	AZLOCILLINE
J01CA10	MEZLOCILLINE
J01CA11	MECILLINAM
J01CA12	PIPERACILLINE
J01CA13	TICARCILLINE
J01CA14	METAMPICILLINE
J01CA15	TALAMPICILLINE
J01CA16	SULBENICILLINE
J01CA17	TEMOCILLINE
J01CA18	HETACILLINE
J01CA19	ASPOXICILLINE
J01CA20	ASSOCIATIONS
J01CA51	AMPICILLINE EN ASSOCIATION
J01CE	PENICILLINES SENSIBLES AUX BETALACTAMASES
J01CE01	BENZYLPENICILLINE
J01CE02	PHENOXYMETHYLPENICILLINE
J01CE03	PROPICILLINE
J01CE04	AZIDOCILLINE
J01CE05	PHENETICILLINE
J01CE06	PENAMECILLINE
J01CE07	CLOMETOCILLINE
J01CE08	BENZATHINE BENZYLPENICILLINE
J01CE09	PROCAÏNE BENZYLPENICILLINE
J01CE10	BENZATHINE PHENOXYMETHYLPENICILLINE
J01CE30	ASSOCIATIONS
J01CF	PENICILLINES RESISTANTES AUX BETALACTAMASES
J01CF01	DICLOXACILLINE
J01CF02	CLOXACILLINE
J01CF03	METHICILLINE
J01CF04	OXACILLINE
J01CF05	FLUCLOXACILLINE
J01CF06	NAFCILLINE
J01CG	INHIBITEURS DE BETALACTAMASES
J01CG01	SULBACTAM
J01CG02	TAZOBACTAM
J01CR	ASSOCIATIONS DE PENICILLINES, INHIBITEURS DE BETALACTAMASES INCLUS
J01CR01	AMPICILLINE ET INHIBITEUR D'ENZYME
J01CR02	AMOXICILLINE ET INHIBITEUR D'ENZYME
J01CR03	TICARCILLINE ET INHIBITEUR D'ENZYME
J01CR04	SULTAMICILLINE
J01CR05	PIPERACILLINE ET INHIBITEUR D'ENZYME
J01CR50	ASSOCIATIONS DE PENICILLINES
J01D	AUTRES BETALACTAMINES
J01DB	CEPHALOSPORINES DE PREMIERE GENERATION
J01DB01	CEFALEXINE
J01DB02	CEFALORIDINE
J01DB03	CEFALOTINE
J01DB04	CEFAZOLINE
J01DB05	CEFADROXIL
J01DB06	CEFAZEDONE
J01DB07	CEFATRIZINE
J01DB08	CEFAPIRINE
J01DB09	CEFRADINE
J01DB10	CEFACETRILE
J01DB11	CEFROXADINE
J01DB12	CEFTEZOLE
J01DC	CEPHALOSPORINES DE DEUXIEME GENERATION
J01DC01	CEFOXITINE
J01DC02	CEFUROXIME
J01DC03	CEFAMANDOLE
J01DC04	CEFACLOR
J01DC05	CEFOTETAN
J01DC06	CEFONICIDE
J01DC07	CEFOTIAM
J01DC08	LORACARBEF
J01DC09	CEFMETAZOLE
J01DC10	CEFPROZIL
J01DC11	CEFORANIDE
J01DC12	CEFMINOX
J01DC13	CEFBUPERAZONE
J01DC14	FLOMOXEF
J01DD	CEPHALOSPORINES DE TROISIEME GENERATION
J01DD01	CEFOTAXIME
J01DD02	CEFTAZIDIME
J01DD03	CEFSULODINE
J01DD04	CEFTRIAXONE
J01DD05	CEFMENOXIME
J01DD06	LATAMOXEF
J01DD07	CEFTIZOXIME
J01DD08	CEFIXIME
J01DD09	CEFODIZIME
J01DD10	CEFETAMET
J01DD11	CEFPIRAMIDE
J01DD12	CEFOPERAZONE
J01DD13	CEFPODOXIME
J01DD14	CEFTIBUTEN
J01DD15	CEFDINIR
J01DD16	CEFDITOREN
J01DD17	CEFCAPENE
J01DD51	CEFOTAXIME EN ASSOCIATION
J01DD54	CEFTRIAXONE EN ASSOCIATION
J01DD62	CEFOPERAZONE EN ASSOCIATION
J01DE	CEPHALOSPORINES DE QUATRIEME GENERATION ET AUTRES CEPHALOSPORINES 
J01DE01	CEFEPIME
J01DE02	CEFPIROME
J01DE03	CEFOZOPRAN
J01DF	MONOBACTAMS
J01DF01	AZTREONAM
J01DF02	CARUMONAM
J01DH	CARBAPENEMS
J01DH02	MEROPENEM
J01DH03	ERTAPENEM
J01DH04	DORIPENEM
J01DH05	BIAPENEM
J01DH51	IMIPENEM ET INHIBITEUR D'ENZYME
J01DH55	PANIPENEM ET BETAMIPRONE
J01DI	AUTRES CEPHALOSPORINES ET PENEMES
J01DI01	CEFTOBIPROLE MEDOCARIL
J01DI02	CEFTAROLINE FOSAMIL
J01DI03	FAROPENEM
J01E	SULFAMIDES ET TRIMETHOPRIME
J01EA	TRIMETHOPRIME ET DERIVES
J01EA01	TRIMETHOPRIME
J01EA02	BRODIMOPRIME
J01EA03	ICLAPRIME
J01EB	SULFAMIDES D'ACTION BREVE
J01EB01	SULFAISODIMIDINE
J01EB02	SULFAMETHIZOL
J01EB03	SULFADIMIDINE
J01EB04	SULFAPYRIDINE
J01EB05	SULFAFURAZOLE
J01EB06	SULFANILAMIDE
J01EB07	SULFATHIAZOLE
J01EB08	SULFATHIOUREE
J01EB20	ASSOCIATIONS DE SULFAMIDES D'ACTION BREVE
J01EC	SULFAMIDES D'ACTION INTERMEDIAIRE
J01EC01	SULFAMETHOXAZOLE
J01EC02	SULFADIAZINE
J01EC03	SULFAMOXOLE
J01EC20	ASSOCIATIONS DE SULFAMIDES D'ACTION INTERMEDIAIRE
J01ED	SULFAMIDES D'ACTION LONGUE
J01ED01	SULFADIMETHOXINE
J01ED02	SULFALENE
J01ED03	SULFAMETOMIDINE
J01ED04	SULFAMETOXYDIAZINE
J01ED05	SULFAMETHOXYPYRIDAZINE
J01ED06	SULFAPERINE
J01ED07	SULFAMERAZINE
J01ED08	SULFAPHENAZOLE
J01ED09	SULFAMAZONE
J01ED20	ASSOCIATIONS DE SULFAMIDES D'ACTION LONGUE
J01EE	ASSOCIATIONS DE SULFAMIDES ET DE TRIMETHOPRIME, DERIVES INCLUS
J01EE01	SULFAMETHOXAZOLE ET TRIMETHOPRIME
J01EE02	SULFADIAZINE ET TRIMETHOPRIME
J01EE03	SULFAMETROLE ET TRIMETHOPRIME
J01EE04	SULFAMOXOLE ET TRIMETHORPIME
J01EE05	SULFADIMIDINE ET TRIMETHOPRIME
J01EE06	SULFADIAZINE ET TETROXOPRIME
J01EE07	SULFAMERAZINE ET TRIMETHOPRIME
J01F	MACROLIDES, LINCOSAMIDES ET STREPTOGRAMINES
J01FA	MACROLIDES
J01FA01	ERYTHROMYCINE
J01FA02	SPIRAMYCINE
J01FA03	MIDECAMYCINE
J01FA05	OLEANDOMYCINE
J01FA06	ROXITHROMYCINE
J01FA07	JOSAMYCINE
J01FA08	TROLEANDOMYCINE
J01FA09	CLARITHROMYCINE
J01FA10	AZITHROMYCINE
J01FA11	MIOCAMYCINE
J01FA12	ROKITAMYCINE
J01FA13	DIRITHROMYCINE
J01FA14	FLURITHROMYCINE
J01FA15	TELITHROMYCINE
J01FF	LINCOSAMIDES
J01FF01	CLINDAMYCINE
J01FF02	LINCOMYCINE
J01FG	STREPTOGRAMINES
J01FG01	PRISTINAMYCINE
J01FG02	QUINUPRISTINE / DALFOPRISTINE
J01G	AMINOSIDES ANTIBACTERIENS
J01GA	STREPTOMYCINES
J01GA01	STREPTOMYCINE
J01GA02	STREPTODUOCINE
J01GB	AUTRES AMINOSIDES
J01GB01	TOBRAMYCINE
J01GB03	GENTAMICINE
J01GB04	KANAMYCINE
J01GB05	NEOMYCINE
J01GB06	AMIKACINE
J01GB07	NETILMICINE
J01GB08	SISOMICINE
J01GB09	DIBEKACINE
J01GB10	RIBOSTAMYCINE
J01GB11	ISEPAMICINE
J01GB12	ARBEKACINE
J01GB13	BEKANAMYCINE
J01M	QUINOLONES ANTIBACTERIENNES
J01MA	FLUOROQUINOLONES
J01MA01	OFLOXACINE
J01MA02	CIPROFLOXACINE
J01MA03	PEFLOXACINE
J01MA04	ENOXACINE
J01MA05	TEMAFLOXACINE
J01MA06	NORFLOXACINE
J01MA07	LOMEFLOXACINE
J01MA08	FLEROXACINE
J01MA09	SPARFLOXACINE
J01MA10	RUFLOXACINE
J01MA11	GREPAFLOXACINE
J01MA12	LEVOFLOXACINE
J01MA13	TROVAFLOXACINE
J01MA14	MOXIFLOXACINE
J01MA15	GEMIFLOXACINE
J01MA16	GATIFLOXACINE
J01MA17	PRULIFLOXACINE
J01MA18	PAZUFLOXACINE
J01MA19	GARENOXACINE
J01MA21	SITAFLOXACINE
J01MB	AUTRES QUINOLONES
J01MB01	ROSOXACINE
J01MB02	NALIDIXIQUE ACIDE
J01MB03	PIROMIDIQUE ACIDE
J01MB04	PIPEMIDIQUE ACIDE
J01MB05	OXOLINIQUE ACIDE
J01MB06	CINOXACINE
J01MB07	FLUMEQUINE
J01R	ASSOCIATIONS D'ANTIBACTERIENS
J01RA	ASSOCIATIONS D'ANTIBACTERIENS
J01RA01	PENICILLINES EN ASSOCIATION AVEC D'AUTRES ANTIBACTERIENS
J01RA02	SULFAMIDES EN ASSOCIATION AVEC D'AUTRES ANTIBACTERIENS (SAUF TRIMETHOPRIME)
J01RA03	CEFUROXIME ET METRONIDAZOLE
J01RA04	SPIRAMYCINE ET METRONIDAZOLE
J01RA05	LEVOFLOXACINE EN ASSOCIATION AVEC D'AUTRES ANTIBACTERIENS
J01RA06	CEFEPIME ET AMIKACINE
J01RA07	AZITHROMYCINE, FLUCONAZOLE ET SECNIDAZOLE
J01RA08	TETRACYCLINE ET OLEANDOMYCINE
J01RA09	OFLOXACINE ET ORNIDAZOLE
J01RA10	CIPROFLOXACINE ET METRONNIDAZOLE
J01RA11	CIPROFLOXACINE ET TINIDAZOLE
J01RA12	CIPROFLOXACINE ET ORNIDAZOLE
J01RA13	NORFLOXACINE ET TINIDAZOLE
J01X	AUTRES ANTIBACTERIENS
J01XA	GLYCOPEPTIDES ANTIBACTERIENS
J01XA01	VANCOMYCINE
J01XA02	TEICOPLANINE
J01XA03	TELAVANCINE
J01XA04	DALBAVANCINE
J01XA05	ORITAVANCINE
J01XB	POLYMYXINES
J01XB01	COLISTINE
J01XB02	POLYMYXINE
J01XC	ANTIBACTERIENS STEROIDIENS
J01XC01	FUSIDIQUE ACIDE
J01XD	DERIVES IMIDAZOLES
J01XD01	METRONIDAZOLE
J01XD02	TINIDAZOLE
J01XD03	ORNIDAZOLE
J01XE	DERIVES DU NITROFURANE
J01XE01	NITROFURANTOINE
J01XE02	NIFURTOINOL
J01XE03	FURAZIDINE
J01XE51	NITROFURANTOINE EN ASSOCIATION
J01XX	AUTRES ANTIBACTERIENS
J01XX01	FOSFOMYCINE
J01XX02	XIBORNOL
J01XX03	CLOFOCTOL
J01XX04	SPECTINOMYCINE
J01XX05	METHENAMINE
J01XX06	MANDELIQUE ACIDE
J01XX07	NITROXOLINE
J01XX08	LINEZOLIDE
J01XX09	DAPTOMYCINE
J01XX10	BACITRACINE
J02	ANTIMYCOSIQUES A USAGE SYSTEMIQUE
J02A	ANTIMYCOSIQUES A USAGE SYSTEMIQUE
J02AA	ANTIBIOTIQUES
J02AA01	AMPHOTERICINE B
J02AA02	HACHIMYCINE
J02AB	DERIVES IMIDAZOLES
J02AB01	MICONAZOLE
J02AB02	KETOCONAZOLE
J02AC	DERIVES TRIAZOLES
J02AC01	FLUCONAZOLE
J02AC02	ITRACONAZOLE
J02AC03	VORICONAZOLE
J02AC04	POSACONAZOLE
J02AX	AUTRES ANTIMYCOSIQUES A USAGE SYSTEMIQUE
J02AX01	FLUCYTOSINE
J02AX04	CASPOFUNGINE
J02AX05	MICAFUNGIN
J02AX06	ANIDULAFUNGIN
J04	ANTIMYCOBACTERIENS
J04A	ANTITUBERCULEUX
J04AA	ACIDE AMINOSALICYLIQUE ET DERIVES
J04AA01	AMINOSALICYLIQUE ACIDE
J04AA02	AMINOSALICYLATE SODIQUE
J04AA03	AMINOSALICYLATE CALCIQUE
J04AB	ANTIBIOTIQUES
J04AB01	CYCLOSERINE
J04AB02	RIFAMPICINE
J04AB03	RIFAMYCINE
J04AB04	RIFABUTINE
J04AB05	RIFAPENTINE
J04AB30	CAPREOMYCINE
J04AC	HYDRAZIDES
J04AC01	ISONIAZIDE
J04AC51	ISONIAZIDE EN ASSOCIATION
J04AD	DERIVES DU THIOCARBAMIDE
J04AD01	PROTIONAMIDE
J04AD02	TIOCARLIDE
J04AD03	ETHIONAMIDE
J04AK	AUTRES ANTITUBERCULEUX
J04AK01	PYRAZINAMIDE
J04AK02	ETHAMBUTOL
J04AK03	TERIZIDONE
J04AK04	MORINAMIDE
J04AK05	BEDAQUILINE
J04AK06	DELAMANIDE
J04AK07	AMITHIOZONE
J04AM	ASSOCIATIONS D'ANTITUBERCULEUX
J04AM01	STREPTOMYCINE ET ISONIAZIDE
J04AM02	RIFAMPICINE ET ISONIAZIDE
J04AM03	ETHAMBUTOL ET ISONIAZIDE
J04AM04	THIOACETAZONE ET ISONIAZIDE
J04AM05	RIFAMPICINE, PYRAZINAMIDE ET ISONIAZIDE
J04AM06	RIFAMPICINE, PYRAZINAMIDE, ETHAMBUTOL ET ISONIAZIDE
J04B	MEDICAMENTS ANTILEPREUX
J04BA	ANTILEPREUX
J04BA01	CLOFAZIMINE
J04BA02	DAPSONE
J04BA03	ALDESULFONE SODIQUE
J05	ANTIVIRAUX A USAGE SYSTEMIQUE
J05A	ANTIVIRAUX A ACTION DIRECTE
J05AA	THIOSEMICARBAZONES
J05AA01	METISAZONE
J05AB	NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE REVERSE EXCLUS
J05AB01	ACICLOVIR
J05AB02	IDOXURIDINE
J05AB03	VIDARABINE
J05AB04	RIBAVIRINE
J05AB06	GANCICLOVIR
J05AB09	FAMCICLOVIR
J05AB11	VALACICLOVIR
J05AB12	CIDOFOVIR
J05AB13	PENCICLOVIR
J05AB14	VALGANCICLOVIR
J05AB15	BRIVUDINE
J05AC	AMINES CYCLIQUES
J05AC02	RIMANTADINE
J05AC03	TROMANTADINE
J05AD	DERIVES DE L'ACIDE PHOSPHONIQUE
J05AD01	FOSCARNET
J05AD02	FOSFONET
J05AE	INHIBITEURS DE PROTEASE
J05AE01	SAQUINAVIR
J05AE02	INDINAVIR
J05AE03	RITONAVIR
J05AE04	NELFINAVIR
J05AE05	AMPRENAVIR
J05AE07	FOSAMPRENAVIR
J05AE08	ATAZANAVIR
J05AE09	TIPRANAVIR
J05AE10	DARUNAVIR
J05AE11	TELAPREVIR
J05AE12	BOCEPREVIR
J05AE13	FALDAPREVIR
J05AE14	SIMEPREVIR
J05AF	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
J05AF01	ZIDOVUDINE
J05AF02	DIDANOSINE
J05AF03	ZALCITABINE
J05AF04	STAVUDINE
J05AF05	LAMIVUDINE
J05AF06	ABACAVIR
J05AF07	TENOFOVIR DISOPROXIL
J05AF08	ADEFOVIR DIPIVOXIL
J05AF09	EMTRICITABINE
J05AF10	ENTECAVIR
J05AF11	TELBIVUDINE
J05AF12	CLEVUDINE
J05AG	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES
J05AG01	NEVIRAPINE
J05AG02	DELAVIRDINE
J05AG03	EFAVIRENZ
J05AG04	ETRAVIRINE
J05AG05	RILPIVIRINE
J05AH	INHIBITEURS DE LA NEURAMINIDASE
J05AH01	ZANAMIVIR
J05AH02	OSELTAMIVIR
J05AR	ANTIVIRAUX UTILISES EN ASSOCIATION POUR LE TRAITEMENT DES INFECTIONS A VIH
J05AR01	ZIDOVUDINE ET LAMIVUDINE
J05AR02	LAMIVUDINE ET ABACAVIR
